1557905325.959:1537407733,D67802E8-0023-8D41-1279-18737E81C3EE:sshd,MMAP,9A192618-2B20-5C74-08A8-8EABA583D71F,/etc/passwd,null
1557905325.959:1537407656,D67802E8-0023-8D41-1279-18737E81C3EE:sshd,MMAP,9A192618-2B20-5C74-08A8-8EABA583D71F,/etc/passwd,null
1557905325.959:1537407579,0D73C0BF-223D-3932-5D4F-37BFA0F57023:sshd,CHANGE_PRINCIPAL,D67802E8-0023-8D41-1279-18737E81C3EE,sshd,null
1557905325.959:1537407578,0D73C0BF-223D-3932-5D4F-37BFA0F57023:sshd,CHANGE_PRINCIPAL,0D73C0BF-223D-3932-5D4F-37BFA0F57023,sshd,null
1557905325.959:1537407577,D67802E8-0023-8D41-1279-18737E81C3EE:sshd,CHANGE_PRINCIPAL,0D73C0BF-223D-3932-5D4F-37BFA0F57023,sshd,null
1557905325.851:1537407303,F4B8A1C5-7EF6-7694-0E2F-34658EBDCC71:write,MMAP,9A192618-2B20-5C74-08A8-8EABA583D71F,/etc/passwd,null
1557905325.851:1537407300,F4B8A1C5-7EF6-7694-0E2F-34658EBDCC71:write,MMAP,9A192618-2B20-5C74-08A8-8EABA583D71F,/etc/passwd,null
1557905325.851:1537407170,DCDB835D-DE9F-3348-02C1-2E402309EADD:bash,EXECUTE,F4B8A1C5-7EF6-7694-0E2F-34658EBDCC71,b'write admin',null
1557905325.851:1537407170,7D2380E3-B2EF-71CF-1BE4-E381823FED94:bash,CHANGE_PRINCIPAL,DCDB835D-DE9F-3348-02C1-2E402309EADD,bash,null
1557905325.851:1537407160,536FBC0D-855C-F8FC-E43F-BFF19446B17F:whoami,MMAP,9A192618-2B20-5C74-08A8-8EABA583D71F,/etc/passwd,null
1557905325.847:1537407098,321DDABA-327D-50E9-7B98-A3F85F24C288:bash,EXECUTE,536FBC0D-855C-F8FC-E43F-BFF19446B17F,b'whoami',null
1557905325.847:1537407092,7D2380E3-B2EF-71CF-1BE4-E381823FED94:bash,FORK,321DDABA-327D-50E9-7B98-A3F85F24C288,bash,null
1557905325.847:1537407071,3109F455-F2F7-0535-94BB-F686C514A8BE:bash,FORK,7D2380E3-B2EF-71CF-1BE4-E381823FED94,bash,null
1557905325.663:1537403752,3109F455-F2F7-0535-94BB-F686C514A8BE:bash,MMAP,9A192618-2B20-5C74-08A8-8EABA583D71F,/etc/passwd,null
1557905325.663:1537403659,C42D25DD-8C08-1469-FC93-2C52C880F180:sshd,EXECUTE,3109F455-F2F7-0535-94BB-F686C514A8BE,bash,null
