1557970156.256:1663818817,2E60DE5D-3E4A-A7ED-08ED-D91E791C0E9C:bash,EXECUTE,CC195537-4822-E61A-039E-5D151DEBCF5F,b'whoami',null
1557970156.256:1663818809,92EA7818-9844-AA77-7C36-8B804FDB7D9E:bash,FORK,2E60DE5D-3E4A-A7ED-08ED-D91E791C0E9C,bash,null
1557970156.252:1663818793,D8739E7D-1D65-142E-84CE-50A1DC475199:bash,FORK,92EA7818-9844-AA77-7C36-8B804FDB7D9E,bash,null
1557970156.072:1663815398,728BF985-4FBC-5AE2-A663-CF7BC0203BCF:sshd,EXECUTE,D8739E7D-1D65-142E-84CE-50A1DC475199,bash,null
1557970156.068:1663815286,508E3884-A90C-5E11-812D-E852A425BE9B:sshd,FORK,728BF985-4FBC-5AE2-A663-CF7BC0203BCF,sshd,null
1557970156.068:1663815213,8276464F-7CEC-8D35-6A85-601D0A5A99E5:sshd,CHANGE_PRINCIPAL,508E3884-A90C-5E11-812D-E852A425BE9B,sshd,null
1557970156.068:1663815191,DFE62708-694E-74C8-957F-B05DF525CF37:sshd,CHANGE_PRINCIPAL,8276464F-7CEC-8D35-6A85-601D0A5A99E5,sshd,null
1557970156.068:1663815188,265F3E9A-3A4D-E2FE-18E6-4CEAF502800E:sshd,FORK,DFE62708-694E-74C8-957F-B05DF525CF37,sshd,null
1557970155.788:1663802684,BA4C936E-F0FC-EDE1-A8E9-D96DF60E64BE:sshd,CHANGE_PRINCIPAL,265F3E9A-3A4D-E2FE-18E6-4CEAF502800E,sshd,null
1557970155.788:1663802683,69E9A11E-7CCB-BB6A-8219-772A5E9C773B:sshd,CHANGE_PRINCIPAL,BA4C936E-F0FC-EDE1-A8E9-D96DF60E64BE,sshd,null
1557970155.788:1663802682,BA4C936E-F0FC-EDE1-A8E9-D96DF60E64BE:sshd,CHANGE_PRINCIPAL,69E9A11E-7CCB-BB6A-8219-772A5E9C773B,sshd,null
1557970155.788:1663802681,265F3E9A-3A4D-E2FE-18E6-4CEAF502800E:sshd,CHANGE_PRINCIPAL,BA4C936E-F0FC-EDE1-A8E9-D96DF60E64BE,sshd,null
1557970155.784:1663802625,265F3E9A-3A4D-E2FE-18E6-4CEAF502800E:sshd,MMAP,6C077190-DBB6-664D-8280-B3D04B5DC371,/etc/shadow,null
1557970155.772:1663802576,265F3E9A-3A4D-E2FE-18E6-4CEAF502800E:sshd,MMAP,6C077190-DBB6-664D-8280-B3D04B5DC371,/etc/shadow,null
1557970155.668:1663801777,265F3E9A-3A4D-E2FE-18E6-4CEAF502800E:sshd,READ,ED1F91C8-517C-6835-0835-43FA2A19771C,/etc/hosts,null
1557970155.668:1663801776,265F3E9A-3A4D-E2FE-18E6-4CEAF502800E:sshd,READ,ED1F91C8-517C-6835-0835-43FA2A19771C,/etc/hosts,null
1557970155.592:1663800878,753121F7-8A51-8ABF-1084-4C2FFAA549DB:sshd,EXECUTE,265F3E9A-3A4D-E2FE-18E6-4CEAF502800E,sshd,null
1557970155.592:1663800857,3E8119A1-F9B4-0931-53D3-3FF11EEA5228:sshd,FORK,753121F7-8A51-8ABF-1084-4C2FFAA549DB,sshd,null
1557969931.231:1663307268,DAB40D38-089F-4C05-DC69-341172C9797F:sshd,MMAP,6C077190-DBB6-664D-8280-B3D04B5DC371,/etc/shadow,null
1557969931.215:1663307217,DAB40D38-089F-4C05-DC69-341172C9797F:sshd,MMAP,6C077190-DBB6-664D-8280-B3D04B5DC371,/etc/shadow,null
1557969931.115:1663306754,DAB40D38-089F-4C05-DC69-341172C9797F:sshd,READ,ED1F91C8-517C-6835-0835-43FA2A19771C,/etc/hosts,null
1557969931.115:1663306753,DAB40D38-089F-4C05-DC69-341172C9797F:sshd,READ,ED1F91C8-517C-6835-0835-43FA2A19771C,/etc/hosts,null
1557969931.043:1663306139,E84D8B33-53EE-B8A3-BA75-CB9B074A927B:sshd,EXECUTE,DAB40D38-089F-4C05-DC69-341172C9797F,sshd,null
1557969931.043:1663306118,3E8119A1-F9B4-0931-53D3-3FF11EEA5228:sshd,FORK,E84D8B33-53EE-B8A3-BA75-CB9B074A927B,sshd,null
1557969899.799:1663235693,9BC85D74-5E12-D398-28D6-8210488C59B3:sudo,CHANGE_PRINCIPAL,EF3DAF6A-6FB4-44C0-E0F2-C0DC6F129252,sudo,null
1557969899.799:1663235687,9659FCFC-A369-A4D2-0388-F84759E1A7AF:sudo,FORK,9BC85D74-5E12-D398-28D6-8210488C59B3,sudo,null
1557969899.799:1663235646,5D3395EC-B54C-C194-C81E-C5030A584ABB:sudo,CHANGE_PRINCIPAL,9659FCFC-A369-A4D2-0388-F84759E1A7AF,sudo,null
1557969899.799:1663235633,B31A873D-6600-90C6-BC22-01C9208225F4:sudo,CHANGE_PRINCIPAL,5D3395EC-B54C-C194-C81E-C5030A584ABB,sudo,null
1557969899.799:1663235629,5D3395EC-B54C-C194-C81E-C5030A584ABB:sudo,CHANGE_PRINCIPAL,B31A873D-6600-90C6-BC22-01C9208225F4,sudo,null
1557969899.799:1663235436,ABFBE341-7DAF-CB35-254A-763E6C138FB5:sudo,CHANGE_PRINCIPAL,5D3395EC-B54C-C194-C81E-C5030A584ABB,sudo,null
1557969899.799:1663235425,B31A873D-6600-90C6-BC22-01C9208225F4:sudo,CHANGE_PRINCIPAL,ABFBE341-7DAF-CB35-254A-763E6C138FB5,sudo,null
1557969899.799:1663235418,B31A873D-6600-90C6-BC22-01C9208225F4:sudo,READ,ED1F91C8-517C-6835-0835-43FA2A19771C,/etc/hosts,null
1557969899.799:1663235417,B31A873D-6600-90C6-BC22-01C9208225F4:sudo,READ,ED1F91C8-517C-6835-0835-43FA2A19771C,/etc/hosts,null
1557969899.799:1663235395,8AFF1345-D0DE-E21F-1F90-15372559B4EB:sudo,CHANGE_PRINCIPAL,B31A873D-6600-90C6-BC22-01C9208225F4,sudo,null
1557969899.799:1663235391,B31A873D-6600-90C6-BC22-01C9208225F4:sudo,CHANGE_PRINCIPAL,8AFF1345-D0DE-E21F-1F90-15372559B4EB,sudo,null
1557969899.799:1663235387,8AFF1345-D0DE-E21F-1F90-15372559B4EB:sudo,CHANGE_PRINCIPAL,B31A873D-6600-90C6-BC22-01C9208225F4,sudo,null
1557969899.799:1663235383,B31A873D-6600-90C6-BC22-01C9208225F4:sudo,CHANGE_PRINCIPAL,8AFF1345-D0DE-E21F-1F90-15372559B4EB,sudo,null
1557969899.799:1663235379,8AFF1345-D0DE-E21F-1F90-15372559B4EB:sudo,CHANGE_PRINCIPAL,B31A873D-6600-90C6-BC22-01C9208225F4,sudo,null
1557969899.799:1663235375,B31A873D-6600-90C6-BC22-01C9208225F4:sudo,CHANGE_PRINCIPAL,8AFF1345-D0DE-E21F-1F90-15372559B4EB,sudo,null
1557969899.799:1663235371,8AFF1345-D0DE-E21F-1F90-15372559B4EB:sudo,CHANGE_PRINCIPAL,B31A873D-6600-90C6-BC22-01C9208225F4,sudo,null
1557969899.799:1663235367,5D3395EC-B54C-C194-C81E-C5030A584ABB:sudo,CHANGE_PRINCIPAL,8AFF1345-D0DE-E21F-1F90-15372559B4EB,sudo,null
1557969899.795:1663235192,ADE9A95E-3042-FF1A-F8B3-DA23BA2F8052:bash,EXECUTE,5D3395EC-B54C-C194-C81E-C5030A584ABB,b'sudo sysctl vm.dirty_ratio=0',null
1557969899.795:1663235192,E13E06BF-387D-D8D4-3CE5-42BEBAEEC494:bash,CHANGE_PRINCIPAL,ADE9A95E-3042-FF1A-F8B3-DA23BA2F8052,bash,null
1557969899.795:1663235186,589B7D76-0C17-72C7-5D3B-4FF1C4EEABAA:bash,FORK,E13E06BF-387D-D8D4-3CE5-42BEBAEEC494,bash,null
1557969899.691:1663234790,E0A72DF2-EB5A-18C4-C84D-BFC90C22B8D3:sudo,CHANGE_PRINCIPAL,37E5E18C-FE3D-37CE-5200-E77A2F266D9A,sudo,null
