1557862920.031:1452969997,E52FB3BB-E36A-C6EB-C901-9F9168A4C860:sshd,MMAP,C5146AD1-86F5-57F4-7C98-58538E872E93,/etc/passwd,null
1557862920.031:1452969948,E52FB3BB-E36A-C6EB-C901-9F9168A4C860:sshd,MMAP,C5146AD1-86F5-57F4-7C98-58538E872E93,/etc/passwd,null
1557862920.027:1452969765,0BD67194-129A-EA84-B270-AE7DB41C6E10:sshd,CHANGE_PRINCIPAL,E52FB3BB-E36A-C6EB-C901-9F9168A4C860,sshd,null
1557862920.027:1452969764,0BD67194-129A-EA84-B270-AE7DB41C6E10:sshd,CHANGE_PRINCIPAL,0BD67194-129A-EA84-B270-AE7DB41C6E10,sshd,null
1557862920.027:1452969763,E52FB3BB-E36A-C6EB-C901-9F9168A4C860:sshd,CHANGE_PRINCIPAL,0BD67194-129A-EA84-B270-AE7DB41C6E10,sshd,null
1557862919.723:1452966369,16DDEFF2-7829-EF59-4705-96C3D19BB5AF:bash,MMAP,C5146AD1-86F5-57F4-7C98-58538E872E93,/etc/passwd,null
1557862919.719:1452966271,4A7AFBC0-01C5-B683-210E-19A39A567A80:sshd,EXECUTE,16DDEFF2-7829-EF59-4705-96C3D19BB5AF,bash,null
1557862919.719:1452966131,2C964334-FB7C-872C-5896-24657C293CFF:sshd,FORK,4A7AFBC0-01C5-B683-210E-19A39A567A80,sshd,null
1557862919.719:1452966084,E52FB3BB-E36A-C6EB-C901-9F9168A4C860:sshd,MMAP,C5146AD1-86F5-57F4-7C98-58538E872E93,/etc/passwd,null
1557862919.719:1452966078,E52FB3BB-E36A-C6EB-C901-9F9168A4C860:sshd,MMAP,C5146AD1-86F5-57F4-7C98-58538E872E93,/etc/passwd,null
1557862919.719:1452966058,BCDD53E0-934C-DB6E-A8BD-D3C37EF7E9C5:sshd,CHANGE_PRINCIPAL,2C964334-FB7C-872C-5896-24657C293CFF,sshd,null
1557862919.719:1452966036,A4F05286-48B9-D623-AC9B-2B132FADE10E:sshd,CHANGE_PRINCIPAL,BCDD53E0-934C-DB6E-A8BD-D3C37EF7E9C5,sshd,null
