1557391421.133:808865174,3E1C0C9D-165C-9AB4-956B-114266AD38E6:firefox,READ,573E5010-1713-BD2C-2998-A48580BDA4D4,/etc/hosts,ta1-trace-2
1557391421.133:808865172,3E1C0C9D-165C-9AB4-956B-114266AD38E6:firefox,READ,573E5010-1713-BD2C-2998-A48580BDA4D4,/etc/hosts,ta1-trace-2
1557391413.133:808849124,3E1C0C9D-165C-9AB4-956B-114266AD38E6:firefox,READ,573E5010-1713-BD2C-2998-A48580BDA4D4,/etc/hosts,ta1-trace-2
1557391413.133:808849122,3E1C0C9D-165C-9AB4-956B-114266AD38E6:firefox,READ,573E5010-1713-BD2C-2998-A48580BDA4D4,/etc/hosts,ta1-trace-2
1557391405.617:808834822,3E1C0C9D-165C-9AB4-956B-114266AD38E6:firefox,READ,573E5010-1713-BD2C-2998-A48580BDA4D4,/etc/hosts,ta1-trace-2
1557391405.617:808834821,3E1C0C9D-165C-9AB4-956B-114266AD38E6:firefox,READ,573E5010-1713-BD2C-2998-A48580BDA4D4,/etc/hosts,ta1-trace-2
1557391390.613:808806594,3E1C0C9D-165C-9AB4-956B-114266AD38E6:firefox,READ,573E5010-1713-BD2C-2998-A48580BDA4D4,/etc/hosts,ta1-trace-2
1557391390.613:808806593,3E1C0C9D-165C-9AB4-956B-114266AD38E6:firefox,READ,573E5010-1713-BD2C-2998-A48580BDA4D4,/etc/hosts,ta1-trace-2
1557389928.022:805934316,09D36FCE-0F08-4225-AB0D-73133D46F067:firefox,READ,573E5010-1713-BD2C-2998-A48580BDA4D4,/etc/hosts,ta1-trace-2
1557389928.022:805934315,09D36FCE-0F08-4225-AB0D-73133D46F067:firefox,READ,573E5010-1713-BD2C-2998-A48580BDA4D4,/etc/hosts,ta1-trace-2
1557389920.622:805916120,09D36FCE-0F08-4225-AB0D-73133D46F067:firefox,READ,573E5010-1713-BD2C-2998-A48580BDA4D4,/etc/hosts,ta1-trace-2
1557389920.622:805916119,09D36FCE-0F08-4225-AB0D-73133D46F067:firefox,READ,573E5010-1713-BD2C-2998-A48580BDA4D4,/etc/hosts,ta1-trace-2
1557389914.022:805901464,8BFDD31F-49AC-C98C-F7C4-D7B12921EE00:Socket Thread,READ,573E5010-1713-BD2C-2998-A48580BDA4D4,/etc/hosts,ta1-trace-2
1557389914.022:805901463,8BFDD31F-49AC-C98C-F7C4-D7B12921EE00:Socket Thread,READ,573E5010-1713-BD2C-2998-A48580BDA4D4,/etc/hosts,ta1-trace-2
1557389906.026:805883576,8BFDD31F-49AC-C98C-F7C4-D7B12921EE00:Socket Thread,READ,573E5010-1713-BD2C-2998-A48580BDA4D4,/etc/hosts,ta1-trace-2
1557389906.026:805883575,8BFDD31F-49AC-C98C-F7C4-D7B12921EE00:Socket Thread,READ,573E5010-1713-BD2C-2998-A48580BDA4D4,/etc/hosts,ta1-trace-2
1557389898.022:805865642,09D36FCE-0F08-4225-AB0D-73133D46F067:firefox,READ,573E5010-1713-BD2C-2998-A48580BDA4D4,/etc/hosts,ta1-trace-2
1557389898.022:805865641,09D36FCE-0F08-4225-AB0D-73133D46F067:firefox,READ,573E5010-1713-BD2C-2998-A48580BDA4D4,/etc/hosts,ta1-trace-2
1557389890.606:805847101,09D36FCE-0F08-4225-AB0D-73133D46F067:firefox,READ,573E5010-1713-BD2C-2998-A48580BDA4D4,/etc/hosts,ta1-trace-2
1557389890.606:805847099,09D36FCE-0F08-4225-AB0D-73133D46F067:firefox,READ,573E5010-1713-BD2C-2998-A48580BDA4D4,/etc/hosts,ta1-trace-2
