1557958866.540:1980702099,284A9EE5-2AB0-207A-6F5D-C60CCB99EC0B:sshd,MMAP,19BB9C4C-7689-E218-E032-0CB9B91DD6D4,/etc/passwd,ta1-trace-2
1557958866.540:1980702040,284A9EE5-2AB0-207A-6F5D-C60CCB99EC0B:sshd,MMAP,19BB9C4C-7689-E218-E032-0CB9B91DD6D4,/etc/passwd,ta1-trace-2
1557958866.540:1980701968,D7999924-330B-BDCD-AF23-02FE0361F381:sshd,CHANGE_PRINCIPAL,284A9EE5-2AB0-207A-6F5D-C60CCB99EC0B,sshd,ta1-trace-2
1557958866.540:1980701967,D7999924-330B-BDCD-AF23-02FE0361F381:sshd,CHANGE_PRINCIPAL,D7999924-330B-BDCD-AF23-02FE0361F381,sshd,ta1-trace-2
1557958866.540:1980701966,284A9EE5-2AB0-207A-6F5D-C60CCB99EC0B:sshd,CHANGE_PRINCIPAL,D7999924-330B-BDCD-AF23-02FE0361F381,sshd,ta1-trace-2
1557958866.432:1980701649,75E26389-F14C-451F-BA90-708EE7ED9C6F:write,MMAP,19BB9C4C-7689-E218-E032-0CB9B91DD6D4,/etc/passwd,ta1-trace-2
1557958866.432:1980701646,75E26389-F14C-451F-BA90-708EE7ED9C6F:write,MMAP,19BB9C4C-7689-E218-E032-0CB9B91DD6D4,/etc/passwd,ta1-trace-2
1557958866.432:1980701508,D2149773-464A-3DD7-209D-6374FF5A81C6:bash,EXECUTE,75E26389-F14C-451F-BA90-708EE7ED9C6F,b'write admin',ta1-trace-2
1557958866.432:1980701508,3D287370-422A-949A-28B0-AC738B192D9B:bash,CHANGE_PRINCIPAL,D2149773-464A-3DD7-209D-6374FF5A81C6,bash,ta1-trace-2
1557958866.432:1980701498,02903746-A96B-DE67-18E7-1FB34E06FFAA:whoami,MMAP,19BB9C4C-7689-E218-E032-0CB9B91DD6D4,/etc/passwd,ta1-trace-2
1557958866.428:1980701436,9834D994-DBC4-5D11-C5FB-D6A2D0DD2850:bash,EXECUTE,02903746-A96B-DE67-18E7-1FB34E06FFAA,b'whoami',ta1-trace-2
1557958866.428:1980701426,3D287370-422A-949A-28B0-AC738B192D9B:bash,FORK,9834D994-DBC4-5D11-C5FB-D6A2D0DD2850,bash,ta1-trace-2
1557958866.428:1980701412,D3E21B25-CE75-175E-17F8-D6D28607E35D:bash,FORK,3D287370-422A-949A-28B0-AC738B192D9B,bash,ta1-trace-2
1557958866.260:1980698102,D3E21B25-CE75-175E-17F8-D6D28607E35D:bash,MMAP,19BB9C4C-7689-E218-E032-0CB9B91DD6D4,/etc/passwd,ta1-trace-2
1557958866.256:1980698019,5A3A70CD-20C9-D6DA-0216-EEA1C5345E09:sshd,EXECUTE,D3E21B25-CE75-175E-17F8-D6D28607E35D,bash,ta1-trace-2
1557958866.256:1980697911,B45991B4-EF7D-DE11-4852-C85BB446033A:sshd,FORK,5A3A70CD-20C9-D6DA-0216-EEA1C5345E09,sshd,ta1-trace-2
1557958866.256:1980697859,284A9EE5-2AB0-207A-6F5D-C60CCB99EC0B:sshd,MMAP,19BB9C4C-7689-E218-E032-0CB9B91DD6D4,/etc/passwd,ta1-trace-2
1557958866.256:1980697853,284A9EE5-2AB0-207A-6F5D-C60CCB99EC0B:sshd,MMAP,19BB9C4C-7689-E218-E032-0CB9B91DD6D4,/etc/passwd,ta1-trace-2
1557958866.256:1980697833,262999DE-2FFC-9144-7268-43C93DF0E48D:sshd,CHANGE_PRINCIPAL,B45991B4-EF7D-DE11-4852-C85BB446033A,sshd,ta1-trace-2
1557958866.256:1980697811,333AE0BE-28D7-5CF9-6753-5CCD30587E64:sshd,CHANGE_PRINCIPAL,262999DE-2FFC-9144-7268-43C93DF0E48D,sshd,ta1-trace-2
1557958866.256:1980697808,284A9EE5-2AB0-207A-6F5D-C60CCB99EC0B:sshd,FORK,333AE0BE-28D7-5CF9-6753-5CCD30587E64,sshd,ta1-trace-2
1557958866.256:1980697799,284A9EE5-2AB0-207A-6F5D-C60CCB99EC0B:sshd,MMAP,19BB9C4C-7689-E218-E032-0CB9B91DD6D4,/etc/passwd,ta1-trace-2
1557958866.256:1980697763,284A9EE5-2AB0-207A-6F5D-C60CCB99EC0B:sshd,MMAP,19BB9C4C-7689-E218-E032-0CB9B91DD6D4,/etc/passwd,ta1-trace-2
1557958866.256:1980697760,284A9EE5-2AB0-207A-6F5D-C60CCB99EC0B:sshd,MMAP,19BB9C4C-7689-E218-E032-0CB9B91DD6D4,/etc/passwd,ta1-trace-2
1557958866.256:1980697757,284A9EE5-2AB0-207A-6F5D-C60CCB99EC0B:sshd,MMAP,19BB9C4C-7689-E218-E032-0CB9B91DD6D4,/etc/passwd,ta1-trace-2
1557958866.252:1980697681,F960CAC3-C887-DD60-9FCA-9124DAE8AECC:update-motd-fsc,EXECUTE,7CE981F0-AD86-901B-CE17-5850B55017A8,cat,ta1-trace-2
1557958866.252:1980697679,D04F4672-7357-069B-B749-9606A2CD3EA8:update-motd-fsc,FORK,F960CAC3-C887-DD60-9FCA-9124DAE8AECC,update-motd-fsc,ta1-trace-2
1557958866.252:1980697463,28365F2F-32DE-8F29-E101-EE60CFD819EE:98-fsck-at-rebo,EXECUTE,D04F4672-7357-069B-B749-9606A2CD3EA8,update-motd-fsc,ta1-trace-2
1557958866.252:1980697441,A0C36AEF-9A0B-A2AD-FBDD-DBFD1E8F018A:run-parts,EXECUTE,28365F2F-32DE-8F29-E101-EE60CFD819EE,98-fsck-at-rebo,ta1-trace-2
1557958866.252:1980697440,7579A516-60D5-47FC-AAC4-0512660783FB:run-parts,FORK,A0C36AEF-9A0B-A2AD-FBDD-DBFD1E8F018A,run-parts,ta1-trace-2
1557958866.248:1980697391,349A5449-E91D-27C5-F279-1B7D775B46EA:update-motd-hwe,EXECUTE,11C85383-E001-5E5C-2850-455EB0156709,cat,ta1-trace-2
1557958866.248:1980697389,80E0FC92-D1EF-8E44-89C1-69C70993FB8A:update-motd-hwe,FORK,349A5449-E91D-27C5-F279-1B7D775B46EA,update-motd-hwe,ta1-trace-2
1557958866.232:1980696006,0822EF2C-92DF-4DC5-98E9-CAB29AA8CABA:95-hwe-eol,EXECUTE,80E0FC92-D1EF-8E44-89C1-69C70993FB8A,update-motd-hwe,ta1-trace-2
1557958866.232:1980695985,F67E5F4F-5357-6774-FE12-874B77EF6C73:run-parts,EXECUTE,0822EF2C-92DF-4DC5-98E9-CAB29AA8CABA,95-hwe-eol,ta1-trace-2
1557958866.232:1980695984,7579A516-60D5-47FC-AAC4-0512660783FB:run-parts,FORK,F67E5F4F-5357-6774-FE12-874B77EF6C73,run-parts,ta1-trace-2
1557958866.212:1980695607,F137EFAB-2CBA-65B7-633C-691FE0836210:lsb_release,MMAP,19BB9C4C-7689-E218-E032-0CB9B91DD6D4,/etc/passwd,ta1-trace-2
1557958866.204:1980695347,7AF16475-AAF0-D3A7-6804-509F06CB2CF0:91-release-upgr,EXECUTE,F137EFAB-2CBA-65B7-633C-691FE0836210,lsb_release,ta1-trace-2
1557958866.204:1980695338,2C1EB84F-64E8-C0B7-63BE-29ED2ABB246F:91-release-upgr,FORK,7AF16475-AAF0-D3A7-6804-509F06CB2CF0,91-release-upgr,ta1-trace-2
1557958866.204:1980695331,DA52B2EA-0966-D3B7-BCE9-50B972DC3262:91-release-upgr,FORK,2C1EB84F-64E8-C0B7-63BE-29ED2ABB246F,91-release-upgr,ta1-trace-2
1557958866.204:1980695309,E76607A7-B19C-933B-1453-45318BF9E68C:run-parts,EXECUTE,DA52B2EA-0966-D3B7-BCE9-50B972DC3262,91-release-upgr,ta1-trace-2
1557958866.204:1980695308,7579A516-60D5-47FC-AAC4-0512660783FB:run-parts,FORK,E76607A7-B19C-933B-1453-45318BF9E68C,run-parts,ta1-trace-2
1557958866.200:1980695282,99188046-E598-DA2A-6186-55ADA712FC13:update-motd-upd,EXECUTE,9FCD935C-274A-A0D4-A209-7E9A5D089E17,cat,ta1-trace-2
1557958866.200:1980695280,A9223494-8AA3-12C0-DDC8-069999E5074B:update-motd-upd,FORK,99188046-E598-DA2A-6186-55ADA712FC13,update-motd-upd,ta1-trace-2
1557958866.188:1980694227,394CEE73-EC93-90C7-D245-F00FA96B3747:90-updates-avai,EXECUTE,A9223494-8AA3-12C0-DDC8-069999E5074B,update-motd-upd,ta1-trace-2
1557958866.188:1980694206,E7F82D65-4C37-382A-BAF7-4B7551BF35A9:run-parts,EXECUTE,394CEE73-EC93-90C7-D245-F00FA96B3747,90-updates-avai,ta1-trace-2
1557958866.188:1980694205,7579A516-60D5-47FC-AAC4-0512660783FB:run-parts,FORK,E7F82D65-4C37-382A-BAF7-4B7551BF35A9,run-parts,ta1-trace-2
1557958866.068:1980687014,21552AFD-D70F-B071-9F8A-EC7EFC21CF3E:landscape-sysin,MMAP,19BB9C4C-7689-E218-E032-0CB9B91DD6D4,/etc/passwd,ta1-trace-2
1557958866.060:1980686569,5A12AA7D-9C8D-916E-5BAD-3FDB6836410D:50-landscape-sy,EXECUTE,21552AFD-D70F-B071-9F8A-EC7EFC21CF3E,landscape-sysin,ta1-trace-2
1557958866.060:1980686565,9EFE8A14-0BBE-5576-EE67-0406E915DD58:50-landscape-sy,FORK,5A12AA7D-9C8D-916E-5BAD-3FDB6836410D,50-landscape-sy,ta1-trace-2
1557958866.060:1980686301,376C16F5-A5DD-1402-F5F3-3F2CEE5B64BF:run-parts,EXECUTE,9EFE8A14-0BBE-5576-EE67-0406E915DD58,50-landscape-sy,ta1-trace-2
1557958866.060:1980686300,7579A516-60D5-47FC-AAC4-0512660783FB:run-parts,FORK,376C16F5-A5DD-1402-F5F3-3F2CEE5B64BF,run-parts,ta1-trace-2
1557958866.056:1980685947,A22C9122-F829-1CCB-3BB4-3262789CEF81:env,EXECUTE,7579A516-60D5-47FC-AAC4-0512660783FB,run-parts,ta1-trace-2
1557958866.056:1980685920,559C810A-3EBF-82A6-93AE-EE5A6FCBE25A:sh,EXECUTE,A22C9122-F829-1CCB-3BB4-3262789CEF81,env,ta1-trace-2
